id,country,state,city,zip,latitude,longitude
505,US,PR,Urb Verde Sur,00725,18.23,-66.03
506,US,PR,Valle De San Luis,00725,18.23,-66.03
507,US,PR,Valles Del Lago,00725,18.23,-66.03
508,US,PR,Villa Blanca,00725,18.23,-66.03
509,US,PR,Villa Borinquen,00725,18.23,-66.03
510,US,PR,Villa Carmen,00725,18.23,-66.03
511,US,PR,Villa De Castro,00725,18.23,-66.03
512,US,PR,Villa Del Rey 1,00725,18.23,-66.03
513,US,PR,Villa Del Rey 2,00725,18.23,-66.03
514,US,PR,Villa Guadalupe,00725,18.23,-66.03
